Gene,UniProt,Sample_type,Tissue,Species,Repository,Reference,Confidence_Score,Description,Coverage_Map_File,Total_Ion_Intensity
Lamb3,Q61087,Normal colon,Colon,mouse,MSV000078494,10.1074/mcp.M111.014647,28.2791,Laminin subunit beta-3,Normal colon_Q61087.html,114704
CXCL12,P48061-3,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,28.2677,Isoform Gamma of Stromal cell-derived factor 1,ECM of cultured primary fibroblasts from normal prostate_P48061-3.html,967937
CXCL12,P48061-3,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,28.2677,Isoform Gamma of Stromal cell-derived factor 1,ECM of cultured primary fibroblasts from prostate cancer stroma_P48061-3.html,1249860
Mmrn1,B2RPV6,Normal lymph node,Lymph Node,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,28.2571,Multimerin-1,Normal lymph node_B2RPV6.html,59352500
COL11A2,P13942-3,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,28.247,Isoform 3 of Collagen alpha-2(XI) chain,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P13942-3.html,302237
COL11A2,P13942-3,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,28.247,Isoform 3 of Collagen alpha-2(XI) chain,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P13942-3.html,1479900
COL11A2,P13942-3,Triple-negative breast cancer (Insoluble protein fraction),Breast Cancer,human,PXD005554,10.1021/acs.jproteome.7b00191,28.247,Isoform 3 of Collagen alpha-2(XI) chain,Triple-negative breast cancer (Insoluble protein fraction)_P13942-3.html,5375910
Sparc,P07214,Lung metastasis (4T1),Breast Cancer,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,28.18,SPARC,Lung metastasis (4T1)_P07214.html,111223000
FN1,P02751-8,Normal breast (Crude ECM protein fraction),Breast,human,PXD005554,10.1021/acs.jproteome.7b00191,28.1459,Isoform 8 of Fibronectin,Normal breast (Crude ECM protein fraction)_P02751-8.html,193533
Emilin2,Q8K482,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,28.1032,EMILIN-2,Normal lung_Q8K482.html,241046
Emilin2,Q8K482,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,28.1032,EMILIN-2,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q8K482.html,307762
Emilin2,Q8K482,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,28.1032,EMILIN-2,Normal lung ECM (Quantitative detergent solubility profiling)_Q8K482.html,137767008
Col15a1,O35206,Normal lymph node,Lymph Node,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,28.0789,Collagen alpha-1(XV) chain,Normal lymph node_O35206.html,78605104
ANXA11,P50995,Normal colon,Colon,human,MSV000078555,10.1186/1471-2407-14-518,28.0655,Annexin A11,Normal colon_P50995.html,869010
ITIH1,P19827-3,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,28.0142,Isoform 3 of Inter-alpha-trypsin inhibitor heavy chain H1,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction)_P19827-3.html,10761000
ITIH1,P19827-3,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,28.0142,Isoform 3 of Inter-alpha-trypsin inhibitor heavy chain H1,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction)_P19827-3.html,20568400
CTSB,P07858,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,28.0121,Cathepsin B,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P07858.html,528481
COL6A3,P12111-3,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,27.9992,Isoform 3 of Collagen alpha-3(VI) chain,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P12111-3.html,40739800
COL6A3,P12111-3,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,27.9992,Isoform 3 of Collagen alpha-3(VI) chain,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P12111-3.html,11928500
ITIH2,P19823,Normal colon,Colon,human,MSV000078555,10.1186/1471-2407-14-518,27.992,Inter-alpha-trypsin inhibitor heavy chain H2,Normal colon_P19823.html,1269360
Col11a1,Q61245,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,27.9359,Collagen alpha-1(XI) chain,Normal lung_Q61245.html,38565.6
Col11a1,Q61245,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,27.9359,Collagen alpha-1(XI) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q61245.html,610320
Col11a1,Q61245,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,27.9359,Collagen alpha-1(XI) chain,Normal lung ECM (Quantitative detergent solubility profiling)_Q61245.html,35848000
MMRN2,Q9H8L6,Liver metastasis from metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,27.9059,Multimerin-2,Liver metastasis from metastatic colorectal tumor_Q9H8L6.html,59664
MMRN2,Q9H8L6,Primary metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,27.9059,Multimerin-2,Primary metastatic colorectal tumor_Q9H8L6.html,1389270
TGFBI,Q15582,Glomerular basement membrane,Kidney,human,PXD000456,10.1681/ASN.2013030233,27.8525,Transforming growth factor-beta-induced protein ig-h3,Glomerular basement membrane_Q15582.html,21984800
Adamts5,Q9R001,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,27.85,A disintegrin and metalloproteinase with thrombospondin motifs 5,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q9R001.html,40513400
Lamb1,P02469,Normal lymph node,Lymph Node,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,27.8346,Laminin subunit beta-1,Normal lymph node_P02469.html,38169600
Tgfb1,P04202,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,27.8329,Transforming growth factor beta-1 proprotein,Normal lung_P04202.html,16963.6
Tgfb1,P04202,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,27.8329,Transforming growth factor beta-1 proprotein,Normal lung ECM (Quantitative detergent solubility profiling)_P04202.html,18195700
GREM1,O60565,Normal colon,Colon,human,MSV000078555,10.1186/1471-2407-14-518,27.8251,Gremlin-1,Normal colon_O60565.html,39737.3
Gpc4,P51655,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,27.7661,Glypican-4,Normal lung_P51655.html,16937.4
Gpc4,P51655,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,27.7661,Glypican-4,Normal lung ECM (Quantitative detergent solubility profiling)_P51655.html,89747904
LAMA3,Q16787,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,27.7464,Laminin subunit alpha-3,Normal liver_Q16787.html,1506370
Ogfod1,Q3U0K8,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,27.7342,Prolyl 3-hydroxylase OGFOD1,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q3U0K8.html,62555400
MFAP4,P55083,Normal omental tissue (Crude ECM protein fraction),Omentum,human,PXD005554,10.1021/acs.jproteome.7b00191,27.6975,Microfibril-associated glycoprotein 4,Normal omental tissue (Crude ECM protein fraction)_P55083.html,1391620
MFAP4,P55083,Normal omental tissue (Soluble protein fraction),Omentum,human,PXD005554,10.1021/acs.jproteome.7b00191,27.6975,Microfibril-associated glycoprotein 4,Normal omental tissue (Soluble protein fraction)_P55083.html,4702080
MEPE,Q9NQ76-3,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,27.682,Isoform 3 of Matrix extracellular phosphoglycoprotein,Proteins from human vascular SMCs in culture_Q9NQ76-3.html,0
Lama1,P19137,Normal mammary gland,Breast,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,27.6799,Laminin subunit alpha-1,Normal mammary gland_P19137.html,36332400
ANXA11,P50995,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,27.6652,Annexin A11,Normal liver_P50995.html,537102
Npnt,Q91V88-2,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,27.657,Isoform 2 of Nephronectin,Normal lung_Q91V88-2.html,41896200
Podn,Q7TQ62,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,27.6114,Podocan,Normal lung ECM (Quantitative detergent solubility profiling)_Q7TQ62.html,45344900
Mfap4,Q9D1H9,Normal lymph node,Lymph Node,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,27.5785,Microfibril-associated glycoprotein 4,Normal lymph node_Q9D1H9.html,52494800
S100A13,Q99584,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,27.5312,Protein S100-A13,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_Q99584.html,345718
S100A13,Q99584,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,27.5312,Protein S100-A13,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_Q99584.html,7185.2
S100A13,Q99584,Triple-negative breast cancer (Crude ECM protein fraction),Breast Cancer,human,PXD005554,10.1021/acs.jproteome.7b00191,27.5312,Protein S100-A13,Triple-negative breast cancer (Crude ECM protein fraction)_Q99584.html,2019500
FBLN5,Q9UBX5,Glomerular basement membrane,Kidney,human,PXD000456,10.1681/ASN.2013030233,27.5257,Fibulin-5,Glomerular basement membrane_Q9UBX5.html,53538000
PLXNB2,O15031,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,27.5173,Plexin-B2,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_O15031.html,203684
PLXNB2,O15031,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,27.5173,Plexin-B2,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_O15031.html,23510.2
COL6A3,P12111-5,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,27.5118,Isoform 5 of Collagen alpha-3(VI) chain,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P12111-5.html,40739800
LAMC2,Q13753,Normal colon,Colon,human,MSV000078555,10.1186/1471-2407-14-518,27.4602,Laminin subunit gamma-2,Normal colon_Q13753.html,87477.1
COL11A2,P13942-3,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,27.4522,Isoform 3 of Collagen alpha-2(XI) chain,Asymptomatic carotid (Insoluble ECM protein fraction)_P13942-3.html,0
COL11A2,P13942-3,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,27.4522,Isoform 3 of Collagen alpha-2(XI) chain,Asymptomatic carotid (Soluble protein fraction)_P13942-3.html,0
COL11A2,P13942-3,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,27.4522,Isoform 3 of Collagen alpha-2(XI) chain,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P13942-3.html,0
COL11A2,P13942-3,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,27.4522,Isoform 3 of Collagen alpha-2(XI) chain,Symptomatic carotid stenosis (Soluble protein fraction)_P13942-3.html,0
Mfap4,Q9D1H9,Normal mammary gland,Breast,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,27.4492,Microfibril-associated glycoprotein 4,Normal mammary gland_Q9D1H9.html,121490000
COL6A3,P12111-4,Basement membrane of inner limiting membrane,Eye,human,PXD001025,10.1021/pr5002065,27.3005,Isoform 4 of Collagen alpha-3(VI) chain,Basement membrane of inner limiting membrane_P12111-4.html,1311530
INS,P01308,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,27.274,Insulin,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction)_P01308.html,1576450
ADAMTSL1,Q8N6G6,Liver metastasis from metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,27.2717,ADAMTS-like protein 1,Liver metastasis from metastatic colorectal tumor_Q8N6G6.html,84013.5
ADAMTSL1,Q8N6G6,Primary metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,27.2717,ADAMTS-like protein 1,Primary metastatic colorectal tumor_Q8N6G6.html,228132
COL22A1,Q8NFW1-3,Basement membrane of inner limiting membrane,Eye,human,PXD001025,10.1021/pr5002065,27.2646,Isoform 3 of Collagen alpha-1(XXII) chain,Basement membrane of inner limiting membrane_Q8NFW1-3.html,1837840
ITIH5,Q86UX2-3,Basement membrane of inner limiting membrane,Eye,human,PXD001025,10.1021/pr5002065,27.1738,Isoform 3 of Inter-alpha-trypsin inhibitor heavy chain H5,Basement membrane of inner limiting membrane_Q86UX2-3.html,1465690
ITIH2,P19823,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,27.0839,Inter-alpha-trypsin inhibitor heavy chain H2,Normal liver_P19823.html,720350
PLOD2,O00469,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,27.0443,Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction)_O00469.html
PLOD2,O00469,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,27.0443,Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction)_O00469.html
NPNT,Q6UXI9-6,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,27.0425,Isoform 6 of Nephronectin,Normal liver_Q6UXI9-6.html,2776560
HTRA1,Q92743,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,27.0384,Serine protease HTRA1,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction)_Q92743.html,796037
HTRA1,Q92743,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,27.0384,Serine protease HTRA1,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction)_Q92743.html,1895390
Ogfod1,Q3U0K8-3,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,27.02,Isoform 3 of Prolyl 3-hydroxylase OGFOD1,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q3U0K8-3.html,62555400
EMILIN3,Q9NT22,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,27.009,EMILIN-3,Normal liver_Q9NT22.html,1545900
ECM1,Q16610-4,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,26.9926,Isoform 4 of Extracellular matrix protein 1,Normal liver_Q16610-4.html,1521790
PLOD2,O00469-3,Liver metastasis from metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,26.9725,Isoform 3 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2,Liver metastasis from metastatic colorectal tumor_O00469-3.html
PLOD2,O00469-3,Primary metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,26.9725,Isoform 3 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2,Primary metastatic colorectal tumor_O00469-3.html
ADAMDEC1,O15204,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,26.919,ADAM DEC1,Asymptomatic carotid (Insoluble ECM protein fraction)_O15204.html,0
ADAMDEC1,O15204,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,26.919,ADAM DEC1,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_O15204.html,0
Dpt,Q9QZZ6,Normal lymph node,Lymph Node,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,26.9042,Dermatopontin,Normal lymph node_Q9QZZ6.html,42447000
ADAM10,O14672,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,26.8546,Disintegrin and metalloproteinase domain-containing protein 10,Proteins from human vascular SMCs in culture_O14672.html,0
ADAM10,O14672,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,26.8546,Disintegrin and metalloproteinase domain-containing protein 10,Symptomatic carotid stenosis (Soluble protein fraction)_O14672.html,0
ITIH4,Q14624-3,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,26.8063,Isoform 3 of Inter-alpha-trypsin inhibitor heavy chain H4,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction)_Q14624-3.html,2848500
COL7A1,Q02388,Normal prostate (Insoluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,26.7773,Collagen alpha-1(VII) chain,Normal prostate (Insoluble protein fraction)_Q02388.html,9347510
Mmrn1,B2RPV6,Normal colon,Colon,mouse,MSV000078494,10.1074/mcp.M111.014647,26.7604,Multimerin-1,Normal colon_B2RPV6.html,102723
SERPING1,P05155-3,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,26.5549,Isoform 3 of Plasma protease C1 inhibitor,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P05155-3.html,3462780
SERPING1,P05155-3,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,26.5549,Isoform 3 of Plasma protease C1 inhibitor,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P05155-3.html,81134.6
INTS14,Q96SY0-4,Primary metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,26.5423,Isoform 4 of Integrator complex subunit 14,Primary metastatic colorectal tumor_Q96SY0-4.html,3869680
HABP2,Q14520,Liver metastasis from metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,26.5174,Hyaluronan-binding protein 2,Liver metastasis from metastatic colorectal tumor_Q14520.html,1454730
INHBE,P58166,Glomerular basement membrane,Kidney,human,PXD000456,10.1681/ASN.2013030233,26.493,Inhibin beta E chain,Glomerular basement membrane_P58166.html,68048304
Cstb,Q62426,Lung metastasis (4T1),Breast Cancer,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,26.4879,Cystatin-B,Lung metastasis (4T1)_Q62426.html,46275900
FNDC1,Q4ZHG4,Liver metastasis from metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,26.4793,Fibronectin type III domain-containing protein 1,Liver metastasis from metastatic colorectal tumor_Q4ZHG4.html,375443
FNDC1,Q4ZHG4,Primary metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,26.4793,Fibronectin type III domain-containing protein 1,Primary metastatic colorectal tumor_Q4ZHG4.html,802186
ABI3BP,Q7Z7G0-3,Normal colon,Colon,human,MSV000078555,10.1186/1471-2407-14-518,26.4253,Isoform 3 of Target of Nesh-SH3,Normal colon_Q7Z7G0-3.html,2069900
Kng1,O08677-3,,Liver Fibrosis,mouse,MSV000081084,10.1002/hep.28918,26.3872,Isoform 3 of Kininogen-1,_O08677-3.html,0
